# 
#         ##############################################################
#         # Cosmology Pipeline Configuration
#         #------------------------------------------------------------
#         # Observable: shear-shear
#         # Sky Fraction (fsky): 0.125
#         # Redshift Binning: 5 bins (0.001 ≤ z ≤ 2.5)
#         # for n(z) Euclid-like
#         # Lensing & Clustering Scales:
#         #   - l_min: 100
#         #   - l_bins: 80
#         #   - l_max (WL): 1500
#         #   - l_max (GC, XC): 900
#         #
#         # Data Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: TATT (1)
#         #   - Baryon Model: Tagn HMcode (1)
#         #   - Parameters: 
#         
#             #       - Omega_m: 0.31
#             #       - Ombh2: 0.02268
#             #       - h: 0.68
#             #       - log10As: 3.044
#             #       - ns: 0.97
#             #       - Mnu: 0.06
#             #       - w0: -1.0
#             #       - wa: 0.0
#             #       - log10T_AGN: 7.9
#             #       - a1_IA: 0.1446
#             #       - eta1_IA: 2.21
#             #       - beta_IA: 0.0
#             #       - a2_IA: 1.0
#             #       - eta2_IA: 0.0
#             #       - b1_IA: 1.0
#             #       - TCMB: 2.7255
#             #       - nnu: 3.044
#             #       - Omega_b: 0.04904844290657439
#             #       - Omnuh2: 0.000644866570625114
#             #       - Omega_nu: 0.0013946076354349349
#             #       - Omega_cb: 0.3086053923645651
#             #       - Omega_c: 0.2595569494579907
#             #       - fb: 0.15822078356959482
#             #       - As: 2.0989031673191437e-09
#         #
#         # Theory Model:
#         #   - Nonlinear Power Spectrum: HMcode (0)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: zNLA (0)
#         #   - Baryon Model: Tagn HMcode (1)
#         #   - Parameter priors:
#         
#            #       - Omega_c: [0.1,0.8]
#            #       - Omega_b: [0.01,0.1]
#            #       - h: [0.4,1.0]
#            #       - log10As: [1.7,4.0]
#            #       - ns: [0.6,1.2]
#            #       - Mnu: [0.0,0.5]
#            #       - w0: -1.0
#            #       - wa: 0.0
#            #       - log10T_AGN: [7.6,8.3]
#            #       - a1_IA: [-5.0,5.0]
#            #       - eta1_IA: [-5.0,5.0]
#            #       - beta_IA: 0.0
#            #       - a2_IA: 1.0
#            #       - eta2_IA: 0.0
#            #       - b1_IA: 1.0
#         ##############################################################
#              Omega_c          Omega_b          h          log10As          ns          Mnu          log10T_AGN          a1_IA          eta1_IA        log_w   log_l
2.905882214499025396e-01 7.396715187093882982e-02 9.244136634826420895e-01 2.281283527770748165e+00 1.030064760433571758e+00 4.455774083700658750e-01 8.230706324396726004e+00 9.895785464472552917e-01 6.111377524969352493e-01 -9.528875368303481252e+00 -2.592855870302635068e+01
3.164447534542121909e-01 3.069979082646397128e-02 9.958958893814396918e-01 1.930557282958056842e+00 8.004410207978669423e-01 4.268761823057728999e-01 8.252460149967109970e+00 1.096176997693360633e+00 4.280775125384970181e-01 -1.631731639784373300e+01 -3.271699973256660599e+01
2.692500226694719001e-01 7.672905849257879995e-02 9.573066002962856702e-01 2.353152016725101880e+00 1.043305986330218316e+00 3.104746083971032244e-01 8.232536073932003262e+00 1.031658874441644613e+00 4.727864790895432989e-01 -9.328244132639305519e+00 -2.572792746736217495e+01
2.997652955610617953e-01 5.719902266029789489e-02 9.319046050732001651e-01 2.170570690583195628e+00 9.448719861532262065e-01 3.392334278510678591e-01 8.165833540672908342e+00 9.640626033887560453e-01 6.112564754534668410e-01 -1.015136956519472022e+01 -2.655105289991759321e+01
2.710000601815245047e-01 6.979881803843018817e-02 8.137697828429582003e-01 2.510659798672577381e+00 1.094512461310375384e+00 3.522808824604395372e-02 8.107561509702382097e+00 1.167105597831152863e+00 3.553371716099062994e-01 -1.019935841973094881e+01 -2.659904175445381469e+01
2.686730117669153262e-01 6.899404829168157005e-02 8.960604772436298049e-01 2.397189151060232781e+00 1.052113050123985039e+00 1.027263129119407870e-01 8.178557804166874945e+00 1.096616878319196076e+00 4.586532699505774247e-01 -1.020769602645670915e+01 -2.660737936117958213e+01
2.943305777543995250e-01 6.427526281662349072e-02 7.682200653292514669e-01 2.602828298354663339e+00 1.065784863233814272e+00 4.417773329856697906e-01 8.209034185261211647e+00 1.188146814820467689e+00 2.980681175232096081e-01 -9.424425781718603901e+00 -2.582410911644147333e+01
2.963015486728889925e-01 6.352759293610238389e-02 9.423127336240567642e-01 2.127132949804658058e+00 9.771539179029444799e-01 8.852720979654826738e-02 8.278652964391326918e+00 1.163982879747202936e+00 3.070202193887361375e-01 -9.077100756899326939e+00 -2.547678409162219637e+01
2.819720808696285497e-01 8.570473826551158747e-02 7.378632419983942592e-01 2.673008763153795986e+00 1.186108583269071204e+00 1.329617837758844123e-01 8.238849665403090938e+00 1.144320658096170007e+00 3.397163300775885020e-01 -9.702522584068596245e+00 -2.610220591879146212e+01
3.085800160410389070e-01 4.046423131833351561e-02 9.802207249527132848e-01 2.079927160381439322e+00 8.127724950532895232e-01 3.778167928269763332e-01 8.197870452711022438e+00 1.129162666662940850e+00 3.422831183288055357e-01 -9.154514212462210310e+00 -2.555419754718508329e+01
2.969496792175633226e-01 4.306179602867006573e-02 9.020041043323521190e-01 2.209356254978273704e+00 9.166170392997485816e-01 2.510355682721168158e-01 8.297235427346778991e+00 1.049752850796270565e+00 5.807159217997721612e-01 -1.089095208595280440e+01 -2.729063542067567383e+01
2.653245451501112795e-01 6.841057299871756980e-02 7.743589591176358589e-01 2.769621995874305131e+00 1.102592342473479814e+00 3.379794539744824244e-01 8.133928631917056506e+00 1.204690177578986443e+00 2.844419186890068119e-01 -1.000226027469810219e+01 -2.640194360942097163e+01
2.538193041834682084e-01 8.045972756997139819e-02 8.102335380786774843e-01 2.784866066233694593e+00 1.142158756793133945e+00 3.597204304585240320e-01 8.118443388055021970e+00 1.052916232859556267e+00 4.895701962217424708e-01 -9.476669174198697476e+00 -2.587635250892156336e+01
2.700072283838229059e-01 6.599830660491776135e-02 8.680245374335080477e-01 2.476220166216712038e+00 1.044654845547578814e+00 2.764302041059050197e-01 8.089045996185689091e+00 1.028707121809866010e+00 6.511843576967768499e-01 -9.503236526565537190e+00 -2.590291986128840307e+01
2.926930345242025888e-01 4.844104603056934022e-02 8.920708006934319201e-01 2.222778502468575557e+00 9.535173130755292270e-01 1.850279303476515258e-01 8.166522206147611485e+00 1.025045310792994435e+00 5.538151431786495493e-01 -1.039516213167149061e+01 -2.679484546639436005e+01
2.928844564803967376e-01 3.923296323223121607e-02 9.846607655331440778e-01 2.113893605572719991e+00 8.253237439062550695e-01 1.392349378345243416e-01 8.264160428268581882e+00 1.159317933505450426e+00 3.235364080311118329e-01 -9.248484612673131267e+00 -2.564816794739600070e+01
2.998641270247360269e-01 5.509125411445903869e-02 9.728273428551755808e-01 2.084481246783142616e+00 9.352852943172704769e-01 4.178180751607091237e-01 8.250567015179525399e+00 1.089068482312169905e+00 4.382248212333301751e-01 -1.312193175452011218e+01 -2.952161508924297806e+01
3.043952459464944749e-01 4.961419734178918600e-02 8.470589473410039538e-01 2.271708797839497862e+00 9.814236806209237773e-01 3.634108039642225396e-01 8.230661873614677049e+00 1.015728234628664239e+00 5.424281932974768239e-01 -9.553476828451515246e+00 -2.595316016317438823e+01
2.883873566439314473e-01 4.447468633850316239e-02 8.011726976468898087e-01 2.417355846677375908e+00 9.800773484114178036e-01 3.707196666029211052e-02 8.266913642830733266e+00 1.223943715524528741e+00 2.177699176285212701e-01 -1.301615753402555953e+01 -2.941584086874843251e+01
2.901100683987989370e-01 4.414353457872412234e-02 9.416217123901740038e-01 2.102271241356241660e+00 9.142992744664387716e-01 3.262651190633952814e-02 8.218700374796828356e+00 1.040809673230089771e+00 6.346047835311878771e-01 -1.143804572588407353e+01 -2.783772906060694297e+01
2.979600722474554653e-01 5.231626403447320328e-02 9.077015604020476358e-01 2.194056031719644917e+00 9.707122056960519885e-01 4.166427193252589811e-01 8.238033681905262640e+00 1.034880929116164694e+00 4.931852136151544386e-01 -9.733203252444504017e+00 -2.613288658716737700e+01
2.852820558728356160e-01 5.495813743407509250e-02 8.972180687556546852e-01 2.246586500884251159e+00 9.715965985489216639e-01 3.414540291722034659e-02 8.191173118246851459e+00 9.552783804509745735e-01 6.675631534982739979e-01 -9.213848217302363253e+00 -2.561353155202522913e+01
2.998927768246683057e-01 6.835745682490554365e-02 7.876275940404499076e-01 2.465484460359362640e+00 1.084999482783977731e+00 3.580789348885218271e-01 8.242272316874776905e+00 1.027565747914791494e+00 5.168583711937717595e-01 -9.074677209531770927e+00 -2.547436054425464036e+01
2.924274299624414208e-01 5.893205045947337573e-02 9.483103231420011436e-01 2.191937524068575449e+00 9.353365702872444842e-01 2.068020031626721655e-01 8.257486039118802523e+00 1.005127673381541520e+00 5.386895734875061237e-01 -9.527145710220821684e+00 -2.592682904494369112e+01
2.764235955239011666e-01 6.900023342739344812e-02 8.847863604155448147e-01 2.406334602311051896e+00 1.051418319123304190e+00 3.903580089269917397e-01 8.086450115954070483e+00 1.174796165567627781e+00 3.536960104961286433e-01 -9.917278907952074007e+00 -2.631696224267493989e+01
2.782865582679868166e-01 7.466440312638145116e-02 7.864214356375347492e-01 2.568852897714923422e+00 1.122237969015372538e+00 1.382547748786863706e-01 8.257195863320079710e+00 9.307607528252130891e-01 7.035275611859814759e-01 -1.016100870102724940e+01 -2.656069203575012239e+01
2.949135961676938589e-01 5.068259637473999935e-02 8.747008683789699868e-01 2.250422404218760164e+00 9.388169336807077325e-01 3.497861046738404145e-02 8.184728451592514276e+00 1.121990862625068530e+00 2.854217024734095887e-01 -9.622096929174766444e+00 -2.602178026389763232e+01
2.630270325282286215e-01 6.518849928955576523e-02 8.161273050411896879e-01 2.622261424228206295e+00 1.042733282017144214e+00 2.001874660293678776e-02 8.129780875028711051e+00 1.109879173351828285e+00 4.292177820049261072e-01 -9.841013232923003784e+00 -2.624069656764587322e+01
2.910514688903958480e-01 4.441032816962782459e-02 9.806201769503639643e-01 2.146411120201942690e+00 8.582151295865122487e-01 3.027700751293291859e-01 8.098101798490679570e+00 1.038416442358151670e+00 4.554182901596917077e-01 -9.736215776332890925e+00 -2.613589911105576036e+01
2.902269675276747396e-01 7.175606062184780587e-02 7.989194537837616128e-01 2.538349354033531569e+00 1.089623108800324314e+00 3.758150547069605274e-01 8.286558884772635025e+00 1.126497476622303040e+00 2.754828463577752018e-01 -9.584935823409985289e+00 -2.598461915813285827e+01
2.907032553830921073e-01 6.661485378475336117e-02 7.409083781701667482e-01 2.633565381453495391e+00 1.092369234009475942e+00 2.046073000230158589e-01 8.271636545211551450e+00 1.263527940414268969e+00 1.659283832264559777e-01 -9.282198089026117316e+00 -2.568188142374898320e+01
2.997344581587355616e-01 4.374984138895059160e-02 8.072167382193258245e-01 2.356395664351907726e+00 9.458898827470765269e-01 1.289578309855203830e-01 8.166834263413312200e+00 1.058803008256644418e+00 5.206685852878027987e-01 -9.777285429278236961e+00 -2.617696876400110639e+01
2.744946306309024031e-01 4.694088460243521499e-02 9.901152005732699601e-01 2.226102347079612187e+00 8.692893806386161604e-01 1.289646955655641691e-01 8.152579573388170076e+00 1.120925375435660953e+00 3.646953976511371209e-01 -9.280476416396631123e+00 -2.568015975111950056e+01
2.922464345082191883e-01 4.523973841782302774e-02 9.815992536242377220e-01 2.144210141901387257e+00 8.647781673560053228e-01 3.032210200434669045e-01 8.291962785494920496e+00 1.067219414971239289e+00 3.459640190466934939e-01 -9.583372207387746755e+00 -2.598305554211061263e+01
2.821467161075764674e-01 4.768939551877578176e-02 8.710846463399415374e-01 2.360620248172121460e+00 9.355249466082711240e-01 1.484969845236273622e-01 8.171865266608229206e+00 1.121140682126808841e+00 3.891560908855140610e-01 -1.014774420319842108e+01 -2.654742753792129051e+01
3.023329663368697906e-01 3.432428001982121973e-02 9.442999217845766680e-01 2.053709542208222771e+00 8.455471181110549850e-01 9.308518216535294210e-02 8.196422903118786962e+00 1.050935631693893590e+00 5.171181416733574565e-01 -9.795780464135553700e+00 -2.619546379885842669e+01
3.050135806141824335e-01 3.268142450904728408e-02 9.255041026356358724e-01 2.088103621441748992e+00 8.564823789500044526e-01 2.525229455527872591e-01 8.270403999445335330e+00 9.690304718387308114e-01 7.106810640404237489e-01 -9.397579056352874716e+00 -2.579726239107574415e+01
2.828905068589343541e-01 6.965127464887280184e-02 7.009042907501847885e-01 2.803694867542957603e+00 1.112154277405740022e+00 1.531117511838775425e-01 8.226636879934702051e+00 1.103113799290205144e+00 3.136453123176323743e-01 -9.757465510690209953e+00 -2.615714884541307939e+01
2.797952433914696613e-01 5.848649599064462135e-02 9.584183062847884127e-01 2.196810693499053446e+00 9.620517746589852814e-01 7.335629580200225819e-02 8.257903099713459483e+00 9.856144152694881200e-01 6.357104513052043160e-01 -9.806276891751785740e+00 -2.620596022647465873e+01
2.972686196436541972e-01 4.467030404043458025e-02 9.490465260003042580e-01 2.125390531475713107e+00 8.590261422312728268e-01 1.048168974673912013e-01 8.017273916629424235e+00 1.072353952513455333e+00 4.571110844382628713e-01 -1.018878892632086064e+01 -2.658847226104372652e+01
3.070199000439503001e-01 5.978841495847835724e-02 7.626859852851299859e-01 2.414452388443330655e+00 1.039184963889139501e+00 7.441994932355805448e-02 8.289949093932627022e+00 1.227366327398311086e+00 2.074438602711285995e-01 -9.383861137012161180e+00 -2.578354447173503061e+01
2.669485159695166310e-01 6.992060858075248297e-02 6.584385217385770872e-01 3.001938243116173410e+00 1.178080858831636046e+00 1.264453605123044833e-01 8.243287020591363756e+00 1.085995993066556586e+00 4.300154612320472580e-01 -3.465388837659228471e+01 -5.105357171131515770e+01
3.108465818280080617e-01 4.340140585798085010e-02 9.142345450815434482e-01 2.123640330931331643e+00 8.900042643381447238e-01 3.674635735510234924e-01 8.162975001557249755e+00 1.096966597488392203e+00 3.657465920339131316e-01 -9.590053102209047609e+00 -2.598973643693191349e+01
2.749705482839801540e-01 5.251525793093412414e-02 8.984909448893022565e-01 2.341058352674265652e+00 9.946507068563290588e-01 2.488908810519726567e-01 8.265026942428498558e+00 9.502528498551621183e-01 7.616737010964866883e-01 -9.253221080834499901e+00 -2.565290441555736933e+01
2.800916349454023457e-01 6.240005081262185727e-02 9.846395604956499348e-01 2.163631242505950070e+00 9.756384576897889627e-01 2.266192892115548307e-01 8.104472662137997219e+00 1.156953655461786745e+00 3.131847452597078529e-01 -9.833104355689251008e+00 -2.623278769041212044e+01
2.895495127625987708e-01 5.338656818807229615e-02 7.535966505775526514e-01 2.591776410877103309e+00 1.000587416379913552e+00 5.628819180246674714e-02 8.299104156257278930e+00 1.021729051088468232e+00 5.434568336589693516e-01 -9.898559373658436300e+00 -2.629824270838130218e+01
2.664732994810800060e-01 8.189245354518844000e-02 7.755752810548068865e-01 2.755492322462767874e+00 1.165642112872908642e+00 2.766453287242416348e-01 8.284266417324326781e+00 1.031278768476704855e+00 5.210301498791238828e-01 -9.581906582146793028e+00 -2.598158991686966246e+01
3.160376561570915066e-01 2.819263503091575668e-02 8.958723963890179443e-01 2.046275988833997417e+00 8.348538020908709001e-01 1.292175845857009842e-01 8.280419532023556073e+00 1.042359116378703376e+00 5.202448739683793733e-01 -9.644914498064373731e+00 -2.604459783278724316e+01
2.692843282480492650e-01 6.479130981729487593e-02 9.787076436162682747e-01 2.277894857921206828e+00 1.012089225717787366e+00 4.274513578648250767e-01 8.149851874457041845e+00 9.331264730260411255e-01 7.460323077876873654e-01 -9.452942557300289650e+00 -2.585262589202315908e+01
2.851526204265178999e-01 5.305203971586339162e-02 8.184686908358389523e-01 2.459208955955013209e+00 9.545646913265426470e-01 6.650071952436364953e-02 8.046722028758917844e+00 1.152642006233433492e+00 3.484559137797527129e-01 -9.813819092029213209e+00 -2.621350242675208619e+01
2.935266797237906511e-01 6.100516319105443730e-02 9.692159690323631782e-01 2.120823637782651705e+00 9.395411478638211467e-01 1.521417936012933181e-01 8.187496534230854550e+00 1.072577078181260468e+00 4.850922373951727096e-01 -1.188378251363567273e+01 -2.828346584835854571e+01
2.944960616709601520e-01 4.378164037349464160e-02 9.318763691239962954e-01 2.174334478015814920e+00 8.841813851172775074e-01 1.510176208686622168e-01 8.278621967603260856e+00 1.135364200680847091e+00 2.349412055392132714e-01 -1.032331666212334653e+01 -2.672299999684621596e+01
3.085176542892254514e-01 4.616386792220055629e-02 7.307273743667204169e-01 2.449800468599489633e+00 1.025870218402981315e+00 1.030653179044428436e-01 8.293880021734294061e+00 1.109878738300662526e+00 4.714022772683357232e-01 -9.218337438086898317e+00 -2.561802077280976775e+01
3.163692821904456887e-01 3.728373330330617130e-02 9.318287229005469685e-01 2.032737743447128764e+00 8.656795064688864727e-01 3.774923056380675157e-01 8.180585412407838319e+00 1.079062255833378003e+00 4.706037715335824601e-01 -9.365636706445179982e+00 -2.576532004116804941e+01
2.635244049150516354e-01 6.932855347596060536e-02 6.381445730314154741e-01 3.050871257961689231e+00 1.196058621753838924e+00 5.099095956661880980e-02 8.255693278148903858e+00 1.058857411853542096e+00 5.002892968440679766e-01 -5.860080005350568655e+01 -7.500048338822855953e+01
3.064408278337478198e-01 3.104963177165070282e-02 9.779971775748648177e-01 2.010601801791218612e+00 7.717751987968455296e-01 7.736033439941059076e-03 8.236702324520834395e+00 1.164453711905583333e+00 2.587096801314983097e-01 -9.328398095455540329e+00 -2.572808143017840976e+01
2.826063983263636392e-01 6.113000246845006619e-02 8.737600793319467707e-01 2.392542832470766268e+00 1.011449032321752650e+00 2.568155925727025335e-01 8.267308050759659466e+00 1.094830273706591584e+00 4.282663646202422569e-01 -1.009405400424778776e+01 -2.649373733897065364e+01
2.723786865158250303e-01 7.698947142635814700e-02 7.416504984009979484e-01 2.719279258727692827e+00 1.145961690046027881e+00 4.878676005904269974e-02 8.210227762697025256e+00 1.150617327767141873e+00 3.800921160922872133e-01 -8.802849341787705839e+00 -2.520253267651057527e+01
3.088142044565287403e-01 4.027887807944401793e-02 8.773244429752612428e-01 2.188039679712060259e+00 8.918683307815449268e-01 2.611446182954814677e-01 8.165872409328940762e+00 1.237243918240001683e+00 1.878589404993018519e-01 -9.742205762483230558e+00 -2.614188909720609644e+01
2.571275841003998197e-01 8.248756869161381899e-02 9.201521712540230435e-01 2.533873108837562782e+00 1.086812277626307388e+00 3.914709821764121855e-01 8.137072232645881087e+00 9.821266876651391087e-01 5.853457869009224268e-01 -9.581992046588332812e+00 -2.598167538131120224e+01
2.986227214791841722e-01 6.346236155161487369e-02 9.683832257074381777e-01 2.115921600943596825e+00 9.596939553869827666e-01 3.548611717758813899e-01 8.201845295839401473e+00 1.110038669786021615e+00 3.331162734989199237e-01 -9.988996265715272216e+00 -2.638867960043814165e+01
3.209020766098932276e-01 4.683207935030108543e-02 8.617009984544830026e-01 2.108773208882633199e+00 9.206470783470133146e-01 8.337997727424112382e-02 8.294381599334156974e+00 1.213751913108163549e+00 2.728558735096440202e-01 -1.013768615543312990e+01 -2.653736949015599933e+01
2.878640650252103361e-01 5.827619944262010798e-02 8.501963684069973048e-01 2.383973439533503047e+00 1.004929852943654778e+00 2.738640144156241907e-01 8.151942530829916933e+00 1.074656568337304385e+00 5.754892153094086638e-01 -9.908941510354033255e+00 -2.630862484507689913e+01
2.897352809347755187e-01 6.877757506720320879e-02 7.570486940415803723e-01 2.623753489224906144e+00 1.126348865589037018e+00 4.109796952274626936e-01 8.292861497006754234e+00 9.705034949576933911e-01 6.840848998090889310e-01 -8.716406615417433557e+00 -2.511608995014029944e+01
2.807127884878204416e-01 6.402094469790428621e-02 9.748844940069762988e-01 2.207016565696927834e+00 9.917627976775880150e-01 2.965367814962720505e-01 8.217836919829291986e+00 1.062508627039665754e+00 5.023568858326186160e-01 -1.304590290210186510e+01 -2.944558623682473808e+01
2.970815949119933186e-01 5.691205905283685390e-02 9.516508441682296482e-01 2.134385986633540178e+00 9.636292118967785258e-01 4.249835735857625529e-01 8.292973352507651441e+00 1.062981610000907295e+00 5.195329849076113504e-01 -1.142758352619255646e+01 -2.782726686091542589e+01
2.960951233203902855e-01 6.401139534840975809e-02 9.018807767689333010e-01 2.219481885876682270e+00 9.762774323807968946e-01 3.882103051601010213e-02 8.224592390512137641e+00 1.054720937328652575e+00 4.299952568227913829e-01 -9.531401429629987376e+00 -2.593108476435286036e+01
2.741690930167702822e-01 6.551876066494137507e-02 9.549309106436895123e-01 2.318156438970651934e+00 9.528999768737691500e-01 1.119359549443673107e-01 8.134231662821427733e+00 1.011323488364682888e+00 5.813176796096968246e-01 -9.374490577436340288e+00 -2.577417391215921327e+01
2.723330346964948356e-01 7.239359471186933292e-02 8.090188278059152749e-01 2.569252851936338455e+00 1.062079688761721652e+00 1.948952507228518538e-02 8.042066545323514504e+00 1.117969832540008923e+00 4.426554715565211851e-01 -1.079915714412219785e+01 -2.719884047884506373e+01
2.767425525248559115e-01 6.266375449198728631e-02 9.554746463691315972e-01 2.292991467669639238e+00 9.807062593048097021e-01 4.121854233091045150e-01 8.134909260075087190e+00 1.034015757781253875e+00 6.240660739019237013e-01 -9.846086926232828773e+00 -2.624577026095569821e+01
2.825081411589470126e-01 6.664164730765065325e-02 9.971222100073093841e-01 2.167932099722820638e+00 9.729486564290408257e-01 2.466941515711965627e-01 8.196144796924478726e+00 9.744305792257161869e-01 6.898539553397506907e-01 -9.073770992114759792e+00 -2.547345432683762922e+01
3.144839027943145959e-01 3.867445756241558175e-02 9.800514083877187588e-01 2.030076204885977731e+00 8.139701824744243197e-01 3.888462298477101675e-01 8.228660986727385662e+00 1.033193555710130163e+00 5.038243045012302801e-01 -9.208444159086525360e+00 -2.560812749380939479e+01
2.752938683812345411e-01 6.117160639954798140e-02 9.968141494180876583e-01 2.264112268858313737e+00 9.353391993249869918e-01 4.114052545602338018e-01 8.055945253233449677e+00 1.170080620790043824e+00 3.812496430382363855e-01 -9.859912205871900426e+00 -2.625959554059476986e+01
2.689757640985573350e-01 6.250697983083809695e-02 8.347965634778051758e-01 2.549699535759473168e+00 1.060690917036068992e+00 2.726047864412954325e-01 8.220756007473454474e+00 1.010515186300196433e+00 6.594230053581355833e-01 -9.389207577563716711e+00 -2.578889091228658259e+01
2.868134537231017411e-01 5.416122886870933240e-02 9.818897386401662652e-01 2.102596414829265736e+00 9.359658880748902288e-01 1.395788153402932608e-01 8.164111127698532755e+00 1.168912406621144484e+00 2.713729392608055235e-01 -9.545878864976209854e+00 -2.594556219969907929e+01
2.916697863629385545e-01 4.381200770017219109e-02 9.981206784620236805e-01 2.124053483027950939e+00 8.468114112722752163e-01 3.679218463366186187e-01 8.019200447768474405e+00 1.174403972315688272e+00 2.976034481433700307e-01 -9.761194084233309809e+00 -2.616087741895617924e+01
2.890391312363405074e-01 4.247304338370808119e-02 9.097567102696348940e-01 2.262792279228368120e+00 9.175529305453065110e-01 4.372021153034175711e-01 8.127886727062314520e+00 1.065211739571426897e+00 5.217139114368656294e-01 -9.284275604210826316e+00 -2.568395893893369930e+01
2.919939904455078339e-01 3.668556519340214483e-02 9.972397949354031566e-01 2.040271936680938314e+00 8.676634735490065253e-01 3.376525799892087232e-01 8.252945238957732244e+00 1.049687230000547977e+00 5.431216631819619778e-01 -9.486584572472310128e+00 -2.588626790719517956e+01
3.066711937671428023e-01 2.613281958728617960e-02 9.392898431172896911e-01 2.101125980574019447e+00 8.026944346875080072e-01 4.032639788154390725e-01 8.256314899492270598e+00 1.167996413436561909e+00 3.750748012513938079e-01 -9.572562395034090343e+00 -2.597224572975695978e+01
2.865526183334204391e-01 6.145236250275042805e-02 7.488542653469133503e-01 2.730879151039716568e+00 1.067643578805901106e+00 4.978165625993807852e-01 8.199238270397787076e+00 1.087371735099847747e+00 4.401976246779479851e-01 -9.501776133753999432e+00 -2.590145946847687242e+01
2.968936311886203328e-01 3.749549702977872379e-02 9.950223169295460135e-01 2.015655481422359507e+00 8.759028488267970314e-01 3.596724820906774256e-01 8.261488664165637985e+00 1.109996847371062856e+00 4.702312079370098985e-01 -9.474011524796679851e+00 -2.587369485951954928e+01
3.004180507986051740e-01 6.981499044970577994e-02 8.259852153400940589e-01 2.321998383217918960e+00 1.071129768063131982e+00 1.799736321601522748e-01 8.241981632509819633e+00 1.037263805566977837e+00 5.540461614769052190e-01 -9.556126733962415187e+00 -2.595581006868528462e+01
2.951475459309882421e-01 6.642032393397093171e-02 8.519401496586647138e-01 2.363133430908959554e+00 1.025176229187816590e+00 2.749803079199392708e-01 8.213334535460395713e+00 1.162035806338160171e+00 3.358471098114437225e-01 -1.075365112765354780e+01 -2.715333446237641724e+01
2.528484124736027905e-01 7.032525479158607817e-02 8.503071546450498008e-01 2.608432680781868740e+00 1.064197103409872724e+00 1.310926757318831015e-02 8.095165185791509899e+00 1.050461916159517450e+00 5.454828680343828395e-01 -1.119450067545721339e+01 -2.759418401018008282e+01
2.870646430699345109e-01 8.025675787149751106e-02 8.176384351149590390e-01 2.445979501052668592e+00 1.122621093156488836e+00 1.942108960268720264e-01 8.210341084181413507e+00 1.069844530392578541e+00 4.539087806005532855e-01 -9.577243019441368688e+00 -2.597692635416423812e+01
3.043529078253965348e-01 4.383289784093044594e-02 9.461433667679507442e-01 2.140928284183050145e+00 8.522967969786453546e-01 2.920023474030688515e-01 8.208560748268713070e+00 1.121541948492232876e+00 4.226201838805980771e-01 -9.172622779640953183e+00 -2.557230611436382617e+01
2.822083589011215587e-01 5.783117204406389156e-02 9.387236909464226065e-01 2.284012012549764492e+00 9.460405547486487876e-01 2.819532836551524868e-01 8.134025405210390858e+00 1.245264520757688231e+00 1.500337322673086504e-01 -9.433213136385937503e+00 -2.583289647110880338e+01
2.866134559046555896e-01 7.142887093421364242e-02 9.007890988694075007e-01 2.352353676581094177e+00 1.035533249453732152e+00 4.519907721712643767e-01 8.259148511000818260e+00 1.172946291356115722e+00 2.188159124712987236e-01 -9.503247555403511626e+00 -2.590293089012638106e+01
2.676722379475271474e-01 6.141506960415180766e-02 9.151030115214092708e-01 2.367092583321022570e+00 1.032957199015685612e+00 2.389314656456256181e-01 8.246667624448555500e+00 9.949679224586436277e-01 5.829131288746260964e-01 -9.366233785712076099e+00 -2.576591712043494553e+01
2.828983183035110316e-01 6.581389011928641397e-02 9.386265477461869233e-01 2.218763815173415921e+00 1.004696929791693227e+00 1.343660568957831813e-01 8.193188723238391091e+00 9.281268593253937382e-01 7.582508331312798333e-01 -9.166050873582108238e+00 -2.556573420830497767e+01
2.717130881074668602e-01 5.229854260261219273e-02 9.935176715320466201e-01 2.262189110531537928e+00 9.478764526633409737e-01 4.970312422516163786e-01 8.272915175707984403e+00 9.825776145692275421e-01 6.088884471021387412e-01 -1.010521021121366658e+01 -2.650489354593653601e+01
2.869732873695031161e-01 4.475823771411074903e-02 8.509655621777511003e-01 2.341305696773136713e+00 9.540099730045161763e-01 1.134812621646352770e-01 8.253696868802949282e+00 1.030287624227483434e+00 5.785099380021101467e-01 -9.720976214917449454e+00 -2.612065954964032244e+01
2.884768582849187024e-01 6.939846643126383607e-02 9.732400591183606453e-01 2.142453764432838526e+00 1.001172513221761040e+00 2.129626227884923173e-01 8.223122961744266490e+00 9.909336169963811614e-01 6.608069451199929389e-01 -9.286173423679706218e+00 -2.568585675840257210e+01
2.597971281733119642e-01 7.836162769268853467e-02 9.084097007426547021e-01 2.524894253440983949e+00 1.090544587934164866e+00 4.298861906741991423e-01 8.172819651287172249e+00 1.122474098797572317e+00 4.163191068055729360e-01 -9.285663936944892782e+00 -2.568534727166776577e+01
2.836398644796037649e-01 6.491645694079342666e-02 8.124638001131490039e-01 2.494816414588627573e+00 1.056169657353930091e+00 2.253826130896520730e-01 8.157562738508593370e+00 1.222717460690097013e+00 2.962587690083262615e-01 -9.560707976850899570e+00 -2.596039131157377255e+01
